Order ID,Date,Customer Segment,Region,City,Category,Sub-Category,Product Name,Units Sold,Unit Price,Revenue,Cost,Profit,Shipping Cost,Discount,Delivery Status
ORD-2197,12-02-2024,Small Business,East,City_49,Office Supplies,Paper,Paper - 443,6,305.56,1833.36,1010.16,823.2,10.19,0.1,On Time
ORD-2219,12-02-2024,Corporate,Central,City_25,Furniture,Tables,Tables - 216,14,238.16,3334.24,2833.74,500.5,14.67,0,On Time
ORD-1073,11-02-2024,Consumer,East,City_47,Furniture,Tables,Tables - 760,14,101.3,1418.2,1124.76,293.44,12.79,0,On Time
ORD-1821,11-02-2024,Small Business,East,City_13,Technology,Copiers,Copiers - 805,15,427.81,6417.15,4948.95,1468.2,17.61,0,On Time
ORD-1088,10-02-2024,Consumer,Central,City_2,Office Supplies,Storage,Storage - 253,19,301.59,5730.21,2968.18,2762.03,19.92,0,On Time
ORD-1150,10-02-2024,Small Business,East,City_2,Furniture,Chairs,Chairs - 848,16,258.35,4133.6,2297.28,1836.32,7.94,0,On Time
ORD-1206,10-02-2024,Small Business,Central,City_44,Office Supplies,Binders,Binders - 953,19,126.34,2400.46,1630.77,769.69,14.61,0,On Time
ORD-1977,10-02-2024,Corporate,West,City_5,Technology,Accessories,Accessories - 293,15,493.3,7399.5,3929.1,3470.4,14.31,0,On Time
ORD-2181,10-02-2024,Small Business,East,City_26,Technology,Copiers,Copiers - 332,4,292.93,1171.72,757.2,414.52,8.85,0,On Time
ORD-1261,09-02-2024,Small Business,South,City_27,Office Supplies,Storage,Storage - 593,18,110.29,1985.22,1403.28,581.94,13.29,0,On Time
ORD-2099,09-02-2024,Consumer,West,City_39,Furniture,Tables,Tables - 210,17,391.58,6656.86,5044.92,1611.94,15.58,0.1,Late
ORD-2182,09-02-2024,Small Business,Central,City_31,Office Supplies,Storage,Storage - 327,8,340.48,2723.84,1746.8,977.04,9.53,0.2,On Time
ORD-1259,08-02-2024,Corporate,East,City_4,Technology,Copiers,Copiers - 832,9,29.08,261.72,134.19,127.53,26.67,0,On Time
ORD-2173,08-02-2024,Small Business,East,City_28,Technology,Accessories,Accessories - 595,3,485.79,1457.37,1179.27,166.86,7.84,0.2,On Time
ORD-2363,08-02-2024,Corporate,South,City_2,Technology,Copiers,Copiers - 291,19,446.25,8478.75,5639.39,2839.36,8.5,0.1,On Time
ORD-1015,07-02-2024,Small Business,Central,City_23,Technology,Copiers,Copiers - 572,9,348.56,3137.04,1993.14,686.34,8.44,0.2,On Time
ORD-1278,07-02-2024,Small Business,Central,City_41,Office Supplies,Paper,Paper - 425,2,354.86,709.72,447.58,262.14,16.27,0,On Time
ORD-1741,07-02-2024,Consumer,East,City_8,Technology,Phones,Phones - 740,4,328.92,1315.68,749.44,566.24,21.48,0,Late
ORD-2123,07-02-2024,Consumer,South,City_33,Technology,Copiers,Copiers - 851,12,114.84,1378.08,1157.88,220.2,7.53,0,On Time
ORD-1637,06-02-2024,Consumer,South,City_10,Furniture,Bookcases,Bookcases - 716,13,47.39,616.07,466.05,150.02,5.07,0.1,On Time
ORD-1092,05-02-2024,Consumer,East,City_29,Office Supplies,Paper,Paper - 826,7,26.63,186.41,138.74,47.67,28.11,0,Late
ORD-1376,05-02-2024,Small Business,South,City_31,Office Supplies,Binders,Binders - 344,13,448.19,5826.47,4228.38,1598.09,12.47,0,On Time
ORD-1599,05-02-2024,Consumer,West,City_23,Furniture,Bookcases,Bookcases - 654,11,264.87,2913.57,1940.84,972.73,25.46,0,On Time
ORD-1825,05-02-2024,Corporate,South,City_24,Furniture,Chairs,Chairs - 915,13,140.15,1821.95,1360.19,461.76,10.97,0.2,On Time
ORD-1920,05-02-2024,Small Business,East,City_2,Furniture,Bookcases,Bookcases - 484,18,242.42,4363.56,2779.92,1583.64,8.14,0.2,On Time
ORD-1303,04-02-2024,Small Business,South,City_16,Furniture,Tables,Tables - 366,4,427.77,1711.08,1179.92,531.16,12.67,0.1,On Time
ORD-2246,04-02-2024,Small Business,West,City_5,Furniture,Chairs,Chairs - 513,9,79.39,714.51,451.26,263.25,26.52,0,On Time
ORD-2386,04-02-2024,Consumer,Central,City_29,Furniture,Chairs,Chairs - 307,9,88.58,797.22,551.34,245.88,15.86,0,On Time
ORD-1980,03-02-2024,Consumer,West,City_1,Office Supplies,Paper,Paper - 459,16,483.54,7736.64,5425.12,2311.52,21.27,0.2,On Time
ORD-2075,03-02-2024,Corporate,West,City_20,Furniture,Tables,Tables - 388,9,116.18,1045.62,584.91,460.71,22.96,0,On Time
ORD-2160,03-02-2024,Corporate,East,City_44,Office Supplies,Paper,Paper - 867,6,304.22,1825.32,976.8,848.52,6.95,0.2,On Time
ORD-2267,03-02-2024,Small Business,West,City_23,Technology,Phones,Phones - 661,18,253.99,4571.82,2924.1,1647.72,6.83,0.1,On Time
ORD-1202,02-02-2024,Consumer,East,City_30,Furniture,Chairs,Chairs - 433,9,16.08,144.72,96.12,48.6,19.96,0,On Time
ORD-1244,02-02-2024,Consumer,West,City_26,Technology,Copiers,Copiers - 287,6,270.16,1620.96,1148.1,472.86,16.6,0,Late
ORD-1435,02-02-2024,Small Business,Central,City_21,Office Supplies,Paper,Paper - 919,3,321.1,963.3,523.41,439.89,27.74,0,On Time
ORD-1757,02-02-2024,Consumer,South,City_24,Office Supplies,Binders,Binders - 860,12,418.36,5020.32,3121.68,1898.64,16.76,0.2,On Time
ORD-1517,01-02-2024,Corporate,South,City_33,Office Supplies,Storage,Storage - 637,9,183.73,1653.57,1153.53,500.04,27.88,0,On Time
ORD-1582,31-01-2024,Small Business,South,City_5,Office Supplies,Storage,Storage - 417,6,494.3,2965.8,1965.9,999.9,11.56,0,On Time
ORD-2145,31-01-2024,Consumer,Central,City_20,Technology,Accessories,Accessories - 249,15,398.95,5984.25,3549.75,2434.5,21.72,0.1,On Time
ORD-1783,29-01-2024,Small Business,Central,City_7,Technology,Accessories,Accessories - 915,13,214.88,2793.44,1931.15,862.29,17.41,0,On Time
ORD-1039,28-01-2024,Corporate,South,City_25,Office Supplies,Binders,Binders - 426,5,124.28,621.4,437.15,184.25,27.01,0.2,On Time
ORD-1646,28-01-2024,Consumer,East,City_22,Technology,Copiers,Copiers - 627,13,70.02,910.26,625.3,170.976,15.25,0.2,On Time
ORD-2313,28-01-2024,Consumer,West,City_31,Office Supplies,Storage,Storage - 230,4,179.54,718.16,472.48,245.68,27.56,0.1,On Time
ORD-2421,28-01-2024,Small Business,South,City_6,Technology,Phones,Phones - 745,14,458.26,6415.64,3927.84,1492.68,5.24,0.2,On Time
ORD-1062,27-01-2024,Consumer,West,City_38,Furniture,Tables,Tables - 419,4,218.46,873.84,592.16,281.68,7.87,0,On Time
ORD-1155,27-01-2024,Consumer,West,City_6,Technology,Phones,Phones - 927,12,483.25,5799,3777.36,2021.64,17.65,0,On Time
ORD-1875,27-01-2024,Corporate,South,City_36,Technology,Phones,Phones - 941,15,473.02,7095.3,4033.35,3061.95,25.43,0.1,On Time
ORD-1712,26-01-2024,Consumer,South,City_13,Office Supplies,Paper,Paper - 794,9,132.54,1192.86,945.72,247.14,8.38,0,On Time
ORD-1927,26-01-2024,Consumer,Central,City_2,Technology,Copiers,Copiers - 396,4,365.83,1463.32,992.84,470.48,23.75,0,On Time
ORD-1392,25-01-2024,Corporate,Central,City_30,Technology,Phones,Phones - 729,18,294.52,5301.36,4387.32,914.04,17.03,0.1,On Time
ORD-1806,25-01-2024,Small Business,Central,City_12,Office Supplies,Paper,Paper - 410,12,14.75,177,97.2,79.8,19.46,0,On Time
ORD-2277,25-01-2024,Corporate,East,City_17,Technology,Accessories,Accessories - 265,11,101.12,1112.32,673.97,438.35,15.55,0,On Time
ORD-2495,25-01-2024,Small Business,West,City_21,Office Supplies,Storage,Storage - 378,10,196.07,1960.7,1486.6,474.1,17.62,0,On Time
ORD-1097,24-01-2024,Consumer,Central,City_15,Technology,Phones,Phones - 684,14,155.53,2177.42,1738.66,438.76,19.73,0.1,On Time
ORD-1349,23-01-2024,Corporate,Central,City_35,Office Supplies,Binders,Binders - 436,7,214.66,1502.62,812.49,690.13,28.46,0.1,On Time
ORD-1674,23-01-2024,Corporate,West,City_26,Technology,Phones,Phones - 312,16,356.89,5710.24,3969.12,1741.12,21.27,0,On Time
ORD-2499,23-01-2024,Small Business,Central,City_35,Furniture,Tables,Tables - 268,12,281.06,3372.72,2797.92,574.8,27.1,0.2,On Time
ORD-1112,22-01-2024,Corporate,West,City_27,Office Supplies,Storage,Storage - 307,2,114.42,228.84,116.92,111.92,14.21,0.1,On Time
ORD-1192,22-01-2024,Small Business,West,City_43,Office Supplies,Storage,Storage - 787,8,258.46,2067.68,1466.72,600.96,14.09,0,On Time
ORD-1483,22-01-2024,Small Business,South,City_23,Furniture,Bookcases,Bookcases - 467,13,260.13,3381.69,1997.19,1384.5,7.17,0,On Time
ORD-1840,18-01-2024,Corporate,East,City_37,Furniture,Chairs,Chairs - 649,4,152.24,608.96,419.84,189.12,6.99,0,On Time
ORD-1580,17-01-2024,Small Business,Central,City_49,Furniture,Tables,Tables - 461,17,495.41,8421.97,5030.13,3391.84,13.24,0,On Time
ORD-1385,16-01-2024,Consumer,Central,City_28,Office Supplies,Storage,Storage - 597,17,341.29,5801.93,3524.95,2276.98,18.76,0,On Time
ORD-1413,16-01-2024,Small Business,South,City_5,Technology,Phones,Phones - 346,13,401.34,5217.42,4311.97,905.45,8.84,0,On Time
ORD-2203,16-01-2024,Small Business,South,City_4,Technology,Accessories,Accessories - 401,10,263.23,2632.3,1512.8,1119.5,25.88,0,On Time
ORD-1837,15-01-2024,Corporate,East,City_21,Furniture,Tables,Tables - 648,3,261.61,784.83,430.65,354.18,16.2,0,On Time
ORD-1958,15-01-2024,Corporate,South,City_36,Office Supplies,Storage,Storage - 855,5,210.48,1052.4,619.75,432.65,22.5,0.2,On Time
ORD-2167,15-01-2024,Corporate,West,City_42,Furniture,Chairs,Chairs - 923,15,143.03,2145.45,1102.05,1043.4,26.6,0.2,On Time
ORD-1542,14-01-2024,Small Business,East,City_31,Technology,Accessories,Accessories - 827,14,404.51,5663.14,4516.68,1146.46,28.81,0,On Time
ORD-1114,13-01-2024,Corporate,Central,City_22,Technology,Phones,Phones - 930,14,303.18,4244.52,3024.42,1220.1,18.96,0,On Time
ORD-1306,13-01-2024,Small Business,West,City_37,Technology,Accessories,Accessories - 439,10,334.36,3343.6,2625.5,718.1,24.02,0.1,On Time
ORD-1341,13-01-2024,Consumer,Central,City_21,Office Supplies,Binders,Binders - 124,1,67.29,67.29,49.71,17.58,8.43,0.2,On Time
ORD-1882,13-01-2024,Consumer,West,City_18,Office Supplies,Paper,Paper - 374,16,71.57,1145.12,628,517.12,16.74,0.1,On Time
ORD-1911,13-01-2024,Corporate,West,City_13,Office Supplies,Storage,Storage - 272,17,273.09,4642.53,3503.87,1138.66,20.21,0,On Time
ORD-2043,13-01-2024,Small Business,West,City_42,Technology,Phones,Phones - 857,17,485.99,8261.83,4372.91,2333.352,8.15,0.2,On Time
ORD-2402,13-01-2024,Small Business,Central,City_40,Office Supplies,Paper,Paper - 661,17,50.4,856.8,649.06,207.74,28.84,0,On Time
ORD-1060,12-01-2024,Corporate,East,City_9,Furniture,Tables,Tables - 922,6,130.52,783.12,435.6,347.52,12.13,0,On Time
ORD-1823,12-01-2024,Corporate,Central,City_21,Furniture,Tables,Tables - 451,3,379.92,1139.76,701.25,438.51,14.98,0,Late
ORD-1935,12-01-2024,Consumer,West,City_12,Office Supplies,Paper,Paper - 233,13,53.61,696.93,517.79,179.14,24.66,0,On Time
ORD-1065,11-01-2024,Corporate,South,City_30,Technology,Copiers,Copiers - 369,1,373.15,373.15,261.6,66.93,8.49,0.2,On Time
ORD-1220,11-01-2024,Small Business,South,City_15,Technology,Phones,Phones - 361,4,58.66,234.64,134.48,60.096,15.35,0.2,On Time
ORD-1870,11-01-2024,Consumer,East,City_8,Technology,Phones,Phones - 778,2,250.21,500.42,312.96,112.476,5.57,0.2,On Time
ORD-2078,11-01-2024,Consumer,East,City_23,Furniture,Bookcases,Bookcases - 367,5,460.61,2303.05,1889,414.05,26.85,0.3,Late
ORD-1233,10-01-2024,Corporate,South,City_27,Office Supplies,Paper,Paper - 731,13,336.76,4377.88,2512.38,1865.5,15.03,0.2,On Time
ORD-1667,10-01-2024,Consumer,South,City_2,Technology,Phones,Phones - 478,2,245.27,490.54,309.34,181.2,19.48,0,On Time
ORD-1865,10-01-2024,Corporate,East,City_20,Technology,Copiers,Copiers - 525,1,473.67,473.67,358.41,115.26,21.13,0.1,On Time
ORD-1145,09-01-2024,Consumer,West,City_46,Furniture,Bookcases,Bookcases - 720,7,177.13,1239.91,975.24,264.67,13.43,0.1,Late
ORD-1454,08-01-2024,Small Business,West,City_23,Technology,Accessories,Accessories - 680,11,51.29,564.19,352.44,211.75,11.85,0.1,On Time
ORD-1771,08-01-2024,Consumer,West,City_21,Furniture,Chairs,Chairs - 156,19,329.32,6257.08,4689.2,1567.88,12.98,0.1,On Time
ORD-1604,07-01-2024,Corporate,West,City_21,Office Supplies,Storage,Storage - 997,7,167.08,1169.56,640.01,529.55,19.31,0,On Time
ORD-2263,07-01-2024,Small Business,South,City_25,Technology,Copiers,Copiers - 696,1,395.68,395.68,331.23,64.45,6.99,0.1,On Time
ORD-1124,06-01-2024,Consumer,West,City_42,Technology,Phones,Phones - 698,18,319.46,5750.28,4350.6,1399.68,22.9,0,Late
ORD-1305,06-01-2024,Corporate,South,City_21,Office Supplies,Binders,Binders - 255,6,271.29,1627.74,1176.66,451.08,10.63,0.1,On Time
ORD-1761,06-01-2024,Small Business,South,City_29,Office Supplies,Storage,Storage - 842,16,478.85,7661.6,5168.96,2492.64,19.58,0.2,On Time
ORD-1995,06-01-2024,Small Business,Central,City_43,Technology,Accessories,Accessories - 621,19,459.58,8732.02,6036.3,2695.72,10.56,0,On Time
ORD-2149,06-01-2024,Small Business,Central,City_46,Office Supplies,Binders,Binders - 895,10,108.99,1089.9,847.1,242.8,16.91,0.1,On Time
ORD-2226,06-01-2024,Corporate,South,City_18,Office Supplies,Storage,Storage - 191,5,74.33,371.65,308.15,63.5,13.7,0.2,On Time
ORD-1971,05-01-2024,Small Business,West,City_29,Furniture,Bookcases,Bookcases - 411,19,251.12,4771.28,3043.42,1727.86,6.11,0.1,On Time
ORD-2455,05-01-2024,Corporate,West,City_36,Technology,Phones,Phones - 759,4,432.96,1731.84,1084.12,647.72,28.05,0.1,On Time
ORD-1834,04-01-2024,Corporate,East,City_11,Technology,Accessories,Accessories - 387,19,193.93,3684.67,2153.84,1530.83,24.9,0,On Time
ORD-1871,04-01-2024,Consumer,West,City_21,Technology,Copiers,Copiers - 479,1,426.63,426.63,318.79,107.84,9.13,0,Late
ORD-2405,04-01-2024,Corporate,South,City_38,Furniture,Bookcases,Bookcases - 212,11,101.2,1113.2,670.34,442.86,27.35,0.1,On Time
ORD-1400,03-01-2024,Consumer,Central,City_28,Technology,Copiers,Copiers - 757,6,345.31,2071.86,1724.1,347.76,14.55,0,On Time
ORD-1827,03-01-2024,Small Business,Central,City_48,Furniture,Chairs,Chairs - 253,4,375.6,1502.4,1025.08,477.32,24.42,0,On Time
ORD-1923,03-01-2024,Corporate,Central,City_5,Furniture,Bookcases,Bookcases - 211,19,129.97,2469.43,1854.02,615.41,10.29,0,On Time
ORD-1386,02-01-2024,Consumer,West,City_30,Office Supplies,Binders,Binders - 849,19,47.59,904.21,504.64,399.57,17.48,0,On Time
ORD-1418,02-01-2024,Consumer,South,City_49,Technology,Phones,Phones - 566,12,449.53,5394.36,4294.68,1099.68,28.91,0,On Time
ORD-1283,01-01-2024,Corporate,West,City_18,Technology,Phones,Phones - 749,18,369.04,6642.72,4732.02,1910.7,7.03,0.1,Late
ORD-2461,01-01-2024,Small Business,South,City_45,Technology,Copiers,Copiers - 417,4,284.64,1138.56,593.64,544.92,16.67,0.1,On Time
ORD-1228,31-12-2023,Small Business,West,City_13,Furniture,Chairs,Chairs - 936,17,323.7,5502.9,3326.22,2176.68,12.8,0,On Time
ORD-1698,31-12-2023,Consumer,Central,City_4,Furniture,Chairs,Chairs - 786,5,377.89,1889.45,1371.1,518.35,6.23,0,On Time
ORD-2049,31-12-2023,Small Business,West,City_40,Furniture,Chairs,Chairs - 210,4,140.24,560.96,310.16,250.8,11.44,0.1,Late
ORD-2064,31-12-2023,Small Business,East,City_17,Furniture,Bookcases,Bookcases - 607,19,323.32,6143.08,4033.7,2109.38,22.67,0.1,On Time
ORD-1083,30-12-2023,Corporate,East,City_25,Office Supplies,Storage,Storage - 336,14,240.82,3371.48,1900.64,1470.84,17.81,0,On Time
ORD-1123,30-12-2023,Corporate,South,City_39,Furniture,Bookcases,Bookcases - 873,9,224.92,2024.28,1525.95,498.33,26.84,0,Late
ORD-1182,30-12-2023,Small Business,East,City_16,Furniture,Chairs,Chairs - 947,12,31.85,382.2,195.96,186.24,11.89,0,On Time
ORD-1668,30-12-2023,Corporate,West,City_40,Office Supplies,Binders,Binders - 665,17,48.56,825.52,565.08,260.44,19.72,0,On Time
ORD-2066,30-12-2023,Consumer,East,City_9,Furniture,Chairs,Chairs - 975,12,336.6,4039.2,3250.68,788.52,19.47,0.2,On Time
ORD-2228,30-12-2023,Small Business,West,City_11,Furniture,Tables,Tables - 894,7,233.38,1633.66,1361.85,271.81,8.63,0.2,On Time
ORD-1105,29-12-2023,Consumer,East,City_10,Office Supplies,Storage,Storage - 525,6,102.72,616.32,498.36,117.96,16.64,0.3,On Time
ORD-1106,29-12-2023,Small Business,East,City_49,Technology,Accessories,Accessories - 766,4,282.53,1130.12,864.36,265.76,9.83,0,On Time
ORD-1579,29-12-2023,Consumer,East,City_22,Technology,Phones,Phones - 648,19,130.86,2486.34,1643.12,843.22,18.93,0.1,On Time
ORD-1917,29-12-2023,Consumer,East,City_36,Office Supplies,Paper,Paper - 474,14,17.63,246.82,179.2,67.62,10.02,0,On Time
ORD-2065,29-12-2023,Small Business,East,City_22,Office Supplies,Paper,Paper - 509,2,118.4,236.8,200.18,36.62,8.19,0,On Time
ORD-1151,27-12-2023,Small Business,East,City_22,Furniture,Chairs,Chairs - 518,1,159.71,159.71,102.05,57.66,20.01,0,On Time
ORD-2474,26-12-2023,Corporate,South,City_17,Technology,Phones,Phones - 693,19,348.35,6618.65,3415.63,3203.02,15.29,0,On Time
ORD-1084,25-12-2023,Corporate,East,City_21,Technology,Accessories,Accessories - 227,4,74.82,299.28,243.96,55.32,22.08,0.1,On Time
ORD-1258,25-12-2023,Corporate,Central,City_26,Furniture,Tables,Tables - 157,13,132.99,1728.87,1205.75,523.12,21.42,0,On Time
ORD-1384,25-12-2023,Consumer,West,City_25,Office Supplies,Paper,Paper - 368,14,175.28,2453.92,2035.6,418.32,23.31,0,Late
ORD-1044,24-12-2023,Consumer,West,City_17,Office Supplies,Paper,Paper - 601,8,183.14,1465.12,1031.84,433.28,29.36,0,Late
ORD-1492,24-12-2023,Small Business,South,City_39,Office Supplies,Paper,Paper - 351,10,266.02,2660.2,1926.9,733.3,15.13,0.1,On Time
ORD-2163,24-12-2023,Small Business,South,City_24,Office Supplies,Storage,Storage - 651,17,116.57,1981.69,1222.64,759.05,18,0.3,On Time
ORD-1121,22-12-2023,Consumer,Central,City_3,Technology,Phones,Phones - 158,19,89.22,1695.18,859.94,835.24,13.31,0.1,On Time
ORD-1609,22-12-2023,Consumer,East,City_16,Furniture,Chairs,Chairs - 106,18,413.63,7445.34,5956.02,1489.32,7.23,0,On Time
ORD-1638,22-12-2023,Consumer,Central,City_25,Furniture,Bookcases,Bookcases - 504,12,459.31,5511.72,4678.8,832.92,26.57,0,On Time
ORD-2067,22-12-2023,Small Business,South,City_30,Technology,Copiers,Copiers - 831,1,437.29,437.29,253.09,184.2,8.31,0,On Time
ORD-1377,21-12-2023,Small Business,West,City_22,Office Supplies,Paper,Paper - 706,8,448.26,3586.08,2826.8,759.28,18.83,0.2,On Time
ORD-1449,21-12-2023,Consumer,South,City_16,Office Supplies,Storage,Storage - 365,14,373.4,5227.6,4086.88,1140.72,14.88,0.2,On Time
ORD-1886,21-12-2023,Consumer,West,City_17,Technology,Accessories,Accessories - 967,19,271.36,5155.84,3506.26,1649.58,5.87,0,On Time
ORD-1148,20-12-2023,Corporate,West,City_16,Office Supplies,Binders,Binders - 154,13,321.13,4174.69,3190.33,984.36,15.24,0,On Time
ORD-1223,20-12-2023,Small Business,West,City_35,Office Supplies,Binders,Binders - 379,14,341.92,4786.88,2787.26,1999.62,18.62,0.2,On Time
ORD-1751,19-12-2023,Consumer,East,City_21,Technology,Copiers,Copiers - 354,7,407.08,2849.56,2219.49,630.07,27.58,0,On Time
ORD-1997,18-12-2023,Consumer,South,City_1,Technology,Copiers,Copiers - 935,18,34.75,625.5,458.46,167.04,22.66,0,On Time
ORD-1648,17-12-2023,Consumer,West,City_34,Technology,Copiers,Copiers - 217,6,257.77,1546.62,815.04,731.58,21.39,0,On Time
ORD-1942,17-12-2023,Corporate,South,City_36,Technology,Accessories,Accessories - 379,8,85.45,683.6,531.68,151.92,10.93,0.1,On Time
ORD-2212,17-12-2023,Corporate,West,City_31,Furniture,Chairs,Chairs - 434,12,96.54,1158.48,801.72,356.76,6.15,0,On Time
ORD-2427,17-12-2023,Corporate,West,City_24,Office Supplies,Storage,Storage - 690,8,342.66,2741.28,1957.92,783.36,25.92,0,On Time
ORD-1620,16-12-2023,Corporate,East,City_19,Furniture,Chairs,Chairs - 213,8,466.46,3731.68,1982.08,1749.6,27.96,0,Late
ORD-1852,16-12-2023,Consumer,East,City_29,Furniture,Bookcases,Bookcases - 659,6,52.56,315.36,235.14,80.22,6.48,0,On Time
ORD-2135,16-12-2023,Consumer,West,City_20,Furniture,Chairs,Chairs - 800,13,325.04,4225.52,3386.37,839.15,8.36,0,On Time
ORD-1794,14-12-2023,Corporate,West,City_22,Technology,Accessories,Accessories - 670,1,22.89,22.89,13.54,9.35,27.69,0,On Time
ORD-2326,14-12-2023,Consumer,Central,City_16,Office Supplies,Storage,Storage - 624,2,193.94,387.88,313.72,74.16,22.91,0.3,On Time
ORD-1075,13-12-2023,Small Business,West,City_43,Technology,Copiers,Copiers - 384,19,131.63,2500.97,1756.17,744.8,5.85,0,On Time
ORD-1408,13-12-2023,Consumer,West,City_28,Furniture,Chairs,Chairs - 500,8,308.95,2471.6,1658.08,813.52,11.53,0,On Time
ORD-1427,13-12-2023,Consumer,East,City_2,Furniture,Tables,Tables - 602,3,448.58,1345.74,1074.75,270.99,8.43,0.1,On Time
ORD-2367,13-12-2023,Consumer,West,City_28,Technology,Accessories,Accessories - 549,15,38.26,573.9,324.45,249.45,26.65,0,On Time
ORD-2411,13-12-2023,Corporate,Central,City_28,Technology,Copiers,Copiers - 876,8,440.38,3523.04,2003.04,1520,19.39,0,On Time
ORD-1003,12-12-2023,Small Business,East,City_42,Technology,Phones,Phones - 489,8,26.85,214.8,175.76,39.04,21.56,0,On Time
ORD-1412,11-12-2023,Corporate,Central,City_18,Furniture,Tables,Tables - 855,6,311.56,1869.36,988.08,881.28,9.3,0,On Time
ORD-1961,11-12-2023,Corporate,West,City_12,Technology,Accessories,Accessories - 985,8,290.78,2326.24,1182.48,1143.76,12.58,0,On Time
ORD-2106,11-12-2023,Consumer,West,City_36,Office Supplies,Storage,Storage - 572,17,247.89,4214.13,2601.85,1612.28,18.76,0,On Time
ORD-1098,10-12-2023,Small Business,East,City_34,Office Supplies,Binders,Binders - 944,5,53.81,269.05,173.85,95.2,28.62,0.2,On Time
ORD-1135,10-12-2023,Small Business,West,City_49,Furniture,Chairs,Chairs - 516,15,318.8,4782,3411.75,1370.25,14.51,0,On Time
ORD-1591,10-12-2023,Corporate,South,City_2,Technology,Copiers,Copiers - 128,13,376.15,4889.95,2803.45,2086.5,23.43,0,On Time
ORD-1813,09-12-2023,Consumer,East,City_9,Technology,Phones,Phones - 974,1,281.62,281.62,173.21,108.41,21.09,0.1,On Time
ORD-1936,09-12-2023,Corporate,South,City_8,Office Supplies,Paper,Paper - 445,9,79.61,716.49,534.96,181.53,15.87,0.2,On Time
ORD-2016,09-12-2023,Small Business,South,City_39,Office Supplies,Paper,Paper - 548,13,422.57,5493.41,2766.66,2726.75,14.85,0.1,On Time
ORD-2116,09-12-2023,Small Business,East,City_31,Office Supplies,Paper,Paper - 118,12,97.33,1167.96,865.44,302.52,15.22,0.2,On Time
ORD-2229,09-12-2023,Small Business,Central,City_1,Technology,Accessories,Accessories - 613,6,339.35,2036.1,1127.64,908.46,10.11,0,On Time
ORD-1686,08-12-2023,Corporate,East,City_33,Furniture,Tables,Tables - 535,16,14.09,225.44,126.08,99.36,22.86,0,Late
ORD-2128,08-12-2023,Small Business,South,City_31,Office Supplies,Paper,Paper - 896,1,76.98,76.98,53.34,23.64,22.64,0.1,On Time
ORD-1030,07-12-2023,Consumer,West,City_19,Office Supplies,Paper,Paper - 861,5,205.27,1026.35,734.4,291.95,6.13,0.1,On Time
ORD-1288,07-12-2023,Consumer,East,City_12,Furniture,Tables,Tables - 295,18,442.03,7956.54,6245.46,1711.08,7.76,0.1,On Time
ORD-1544,07-12-2023,Small Business,West,City_5,Furniture,Tables,Tables - 612,18,71.54,1287.72,988.92,298.8,13.09,0,On Time
ORD-1756,07-12-2023,Small Business,South,City_34,Furniture,Bookcases,Bookcases - 938,16,239.2,3827.2,3210.4,616.8,25.28,0.1,On Time
ORD-2096,07-12-2023,Corporate,South,City_11,Technology,Copiers,Copiers - 913,7,448.84,3141.88,1830.99,1310.89,23.82,0,On Time
ORD-2120,07-12-2023,Consumer,Central,City_6,Technology,Accessories,Accessories - 498,3,349.7,1049.1,754.02,295.08,23.7,0,On Time
ORD-1269,06-12-2023,Small Business,South,City_36,Furniture,Bookcases,Bookcases - 882,17,366.26,6226.42,4338.06,1888.36,17.41,0.2,On Time
ORD-1307,06-12-2023,Consumer,West,City_6,Furniture,Bookcases,Bookcases - 787,6,213.47,1280.82,1038.72,242.1,20.75,0.2,On Time
ORD-2350,06-12-2023,Small Business,South,City_24,Technology,Accessories,Accessories - 463,2,393.1,786.2,460.84,325.36,13.09,0.1,On Time
ORD-2397,05-12-2023,Small Business,West,City_12,Office Supplies,Binders,Binders - 727,10,184.29,1842.9,1129.2,713.7,10.4,0.1,On Time
ORD-1005,04-12-2023,Corporate,Central,City_24,Furniture,Chairs,Chairs - 747,9,155.17,1396.53,779.04,617.49,15.59,0,On Time
ORD-1689,04-12-2023,Small Business,South,City_43,Furniture,Bookcases,Bookcases - 945,18,421.91,7594.38,6050.16,1544.22,27.02,0.1,On Time
ORD-1933,04-12-2023,Small Business,East,City_24,Technology,Phones,Phones - 974,12,488.44,5861.28,3507.6,1412.208,6.34,0.3,On Time
ORD-2453,03-12-2023,Consumer,Central,City_38,Technology,Accessories,Accessories - 789,7,61.96,433.72,278.11,155.61,5.19,0,On Time
ORD-1469,02-12-2023,Corporate,South,City_35,Furniture,Tables,Tables - 383,5,157.89,789.45,405.05,384.4,15.08,0,On Time
ORD-1521,02-12-2023,Small Business,Central,City_47,Furniture,Bookcases,Bookcases - 970,14,177.46,2484.44,1401.68,1082.76,16.68,0,On Time
ORD-1734,02-12-2023,Corporate,South,City_43,Furniture,Tables,Tables - 932,6,75.9,455.4,278.76,176.64,15.23,0.2,On Time
ORD-2280,02-12-2023,Corporate,East,City_19,Office Supplies,Storage,Storage - 819,6,368.63,2211.78,1540.14,671.64,17.76,0,On Time
ORD-1051,01-12-2023,Small Business,West,City_4,Office Supplies,Binders,Binders - 896,6,230.95,1385.7,1134.42,251.28,18.09,0,On Time
ORD-1365,01-12-2023,Consumer,South,City_13,Office Supplies,Paper,Paper - 901,5,86.6,433,328.35,104.65,21.78,0,On Time
